name,link,year_from,year_to,college,first,last,nbaID,bbrID
Darius Miller,/players/m/milleda01.html,2013,2015,University of Kentucky,Miller,Darius,203121,milleda01
Dick Miller,/players/m/milledi01.html,1981,1981,University of Toledo,Miller,Dick,77602,milledi01
Mike Miller,/players/m/millemi01.html,2001,2017,University of Florida,Miller,Mike,2034,millemi01
Oliver Miller,/players/m/milleol01.html,1993,2004,University of Arkansas,Miller,Oliver,932,milleol01
Quincy Miller,/players/m/millequ01.html,2013,2015,Baylor University,Miller,Quincy,203113,millequ01
Reggie Miller,/players/m/millere01.html,1988,2005,"University of California, Los Angeles",Miller,Reggie,397,millere01
Chris Mills,/players/m/millsch01.html,1994,2003,University of Arizona,Mills,Chris,168,millsch01
Patty Mills,/players/m/millspa02.html,2010,2017,Saint Mary's College of California,Mills,Patty,201988,millspa02
Terry Mills,/players/m/millste01.html,1991,2001,University of Michigan,Mills,Terry,371,millste01
Elijah Millsap,/players/m/millsel01.html,2015,2017,University of Alabama at Birmingham,Millsap,Elijah,202407,millsel01
Paul Millsap,/players/m/millspa01.html,2007,2017,Louisiana Tech University,Millsap,Paul,200794,millspa01
Harold Miner,/players/m/minerha01.html,1993,1996,University of Southern California,Miner,Harold,114,minerha01
Yao Ming,/players/m/mingya01.html,2003,2011,,Yao,Ming,2397,mingya01
Dirk Minniefield,/players/m/minnidi01.html,1986,1988,University of Kentucky,Minniefield,Dirk,77609,minnidi01
Greg Minor,/players/m/minorgr01.html,1995,1999,University of Louisville,Minor,Greg,65,minorgr01
Nikola Mirotic,/players/m/mirotni01.html,2015,2017,,Mirotic,Nikola,202703,mirotni01
Jason Miskiri,/players/m/miskija01.html,2000,2000,George Mason University,Miskiri,Jason,1954,miskija01
Mike Mitchell,/players/m/mitchmi01.html,1979,1988,Auburn University,Mitchell,Mike,77615,mitchmi01
Sam Mitchell,/players/m/mitchsa01.html,1990,2002,Mercer University,Mitchell,Sam,417,mitchsa01
Todd Mitchell,/players/m/mitchto01.html,1989,1989,Purdue University,Mitchell,Todd,77614,mitchto01
Tony Mitchell,/players/m/mitchto03.html,2014,2014,University of Alabama,Mitchell,Tony,203183,mitchto03
Tony Mitchell,/players/m/mitchto02.html,2014,2014,University of North Texas,Mitchell,Tony,203183,mitchto02
Steve Mix,/players/m/mixst01.html,1970,1983,University of Toledo,Mix,Steve,77618,mixst01
Cuttino Mobley,/players/m/moblecu01.html,1999,2009,University of Rhode Island,Mobley,Cuttino,1749,moblecu01
Eric Mobley,/players/m/mobleer01.html,1995,1997,University of Pittsburgh,Mobley,Eric,211,mobleer01
Larry Moffett,/players/m/moffela01.html,1978,1978,"University of Nevada, Las Vegas",Moffett,Larry,77621,moffela01
Nazr Mohammed,/players/m/mohamna01.html,1999,2016,University of Kentucky,Mohammed,Nazr,1737,mohamna01
Jerome Moiso,/players/m/moisoje01.html,2001,2005,"University of California, Los Angeles",Moiso,Jerome,2040,moisoje01
Paul Mokeski,/players/m/mokespa01.html,1980,1991,University of Kansas,Mokeski,Paul,77623,mokespa01
Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,University of Arkansas,Moncrief,Sidney,77626,moncrsi01
Eric Money,/players/m/moneyer01.html,1975,1980,University of Arizona,Money,Eric,77627,moneyer01
Sergei Monia,/players/m/moniase01.html,2006,2006,,Monia,Sergei,2752,moniase01
Earl Monroe,/players/m/monroea01.html,1968,1980,Winston-Salem State University,Monroe,Earl,600006,monroea01
Greg Monroe,/players/m/monrogr01.html,2011,2017,Georgetown University,Monroe,Greg,202328,monrogr01
Rodney Monroe,/players/m/monroro01.html,1992,1992,North Carolina State University,Monroe,Rodney,77628,monroro01
Luis Montero,/players/m/montelu01.html,2016,2016,Westchester CC,Montero,Luis,1626242,montelu01
Eric Montross,/players/m/montrer01.html,1995,2002,University of North Carolina,Montross,Eric,376,montrer01
Jamario Moon,/players/m/moonja01.html,2008,2012,Meridian Community College,Moon,Jamario,200081,moonja01
Andre Moore,/players/m/moorean01.html,1988,1988,Loyola University of Chicago,Moore,Andre,77632,moorean01
E'Twaun Moore,/players/m/mooreet01.html,2012,2017,Purdue University,Moore,E'Twaun,202734,mooreet01
Johnny Moore,/players/m/moorejo01.html,1981,1990,University of Texas at Austin,Moore,Johnny,77633,moorejo01
Lowes Moore,/players/m/moorelo01.html,1981,1983,West Virginia University,Moore,Lowes,77635,moorelo01
Mikki Moore,/players/m/mooremi01.html,1999,2012,University of Nebraska,Moore,Mikki,1630,mooremi01
Otto Moore,/players/m/mooreot01.html,1969,1977,University of Texas-Pan American,Moore,Otto,77636,mooreot01
Ron Moore,/players/m/moorero01.html,1988,1988,West Virginia State University,Moore,Ron,77637,moorero01
Tracy Moore,/players/m/mooretr01.html,1992,1997,University of Tulsa,Moore,Tracy,929,mooretr01
Eric Moreland,/players/m/moreler01.html,2015,2016,Oregon State University,Moreland,Eric,203961,moreler01
Guy Morgan,/players/m/morgagu01.html,1983,1983,Wake Forest University,Morgan,Guy,77640,morgagu01
Darren Morningstar,/players/m/mornida01.html,1994,1994,University of Pittsburgh,Morningstar,Darren,77644,mornida01
Chris Morris,/players/m/morrich01.html,1989,1999,Auburn University,Morris,Chris,356,morrich01
Darius Morris,/players/m/morrida01.html,2012,2015,University of Michigan,Morris,Darius,202721,morrida01
Isaiah Morris,/players/m/morriis01.html,1993,1993,University of Arkansas,Morris,Isaiah,77647,morriis01
Marcus Morris,/players/m/morrima03.html,2012,2017,University of Kansas,Morris,Marcus,202694,morrima03
Markieff Morris,/players/m/morrima02.html,2012,2017,University of Kansas,Morris,Markieff,202693,morrima02
Randolph Morris,/players/m/morrira01.html,2007,2010,University of Kentucky,Morris,Randolph,201043,morrira01
Terence Morris,/players/m/morrite01.html,2002,2006,University of Maryland,Morris,Terence,2242,morrite01
Adam Morrison,/players/m/morriad01.html,2007,2010,Gonzaga University,Morrison,Adam,200747,morriad01
Mike Morrison,/players/m/morrimi01.html,1990,1990,Loyola College in Maryland,Morrison,Mike,77649,morrimi01
Anthony Morrow,/players/m/morroan01.html,2009,2017,Georgia Institute of Technology,Morrow,Anthony,201627,morroan01
Dwayne Morton,/players/m/mortodw01.html,1995,1995,University of Louisville,Morton,Dwayne,132,mortodw01
John Morton,/players/m/mortojo01.html,1990,1992,Seton Hall University,Morton,John,1972,mortojo01
Richard Morton,/players/m/mortori01.html,1989,1989,"California State University, Fullerton",Morton,Richard,77652,mortori01
Glenn Mosley,/players/m/moslegl01.html,1978,1979,Seton Hall University,Mosley,Glenn,77653,moslegl01
Perry Moss,/players/m/mosspe01.html,1986,1987,Northeastern University,Moss,Perry,77654,mosspe01
Lawrence Moten,/players/m/motenla01.html,1996,1998,Syracuse University,Moten,Lawrence,734,motenla01
Donatas Motiejunas,/players/m/motiedo01.html,2013,2017,,Motiejunas,Donatas,202700,motiedo01
Hanno Mottola,/players/m/mottoha01.html,2001,2002,University of Utah,Mottola,Hanno,2069,mottoha01
Arnett Moultrie,/players/m/moultar01.html,2013,2014,Mississippi State University,Moultrie,Arnett,203102,moultar01
Alonzo Mourning,/players/m/mournal01.html,1993,2008,Georgetown University,Mourning,Alonzo,297,mournal01
Timofey Mozgov,/players/m/mozgoti01.html,2011,2017,,Mozgov,Timofey,202389,mozgoti01
Emmanuel Mudiay,/players/m/mudiaem01.html,2016,2017,,Mudiay,Emmanuel,1626144,mudiaem01
Shabazz Muhammad,/players/m/muhamsh01.html,2014,2017,"University of California, Los Angeles",Muhammad,Shabazz,203498,muhamsh01
Byron Mullens,/players/m/mulleby01.html,2010,2014,Ohio State University,Mullens,Byron,201957,mulleby01
Chris Mullin,/players/m/mullich01.html,1986,2001,St. John's University,Mullin,Chris,904,mullich01
Todd Mundt,/players/m/mundtto01.html,1996,1996,Delta State University,Mundt,Todd,942,mundtto01
Xavier Munford,/players/m/munfoxa02.html,2016,2016,University of Rhode Island,Munford,Xavier,204098,munfoxa02
Chris Munk,/players/m/munkch01.html,1991,1991,University of Southern California,Munk,Chris,77664,munkch01
Eric Murdock,/players/m/murdoer01.html,1992,2000,Providence College,Murdock,Eric,785,murdoer01
Gheorghe Muresan,/players/m/muresgh01.html,1994,2000,,Muresan,Gheorghe,49,muresgh01
Allen Murphy,/players/m/murphal01.html,1976,1977,University of Louisville,Murphy,Allen,77668,murphal01
Calvin Murphy,/players/m/murphca01.html,1971,1983,Niagara University,Murphy,Calvin,77669,murphca01
Erik Murphy,/players/m/murpher01.html,2014,2014,University of Florida,Murphy,Erik,203513,murpher01
Jay Murphy,/players/m/murphja01.html,1985,1988,Boston College,Murphy,Jay,77670,murphja01
Kevin Murphy,/players/m/murphke01.html,2013,2013,Tennessee Technological University,Murphy,Kevin,203122,murphke01
Ronnie Murphy,/players/m/murphro01.html,1988,1988,Jacksonville University,Murphy,Ronnie,77673,murphro01
Tod Murphy,/players/m/murphto01.html,1988,1994,"University of California, Irvine",Murphy,Tod,77674,murphto01
Troy Murphy,/players/m/murphtr01.html,2002,2013,University of Notre Dame,Murphy,Troy,2211,murphtr01
Dejounte Murray,/players/m/murrade01.html,2017,2017,University of Washington,Murray,Dejounte,1627749,murrade01
Jamal Murray,/players/m/murraja01.html,2017,2017,University of Kentucky,Murray,Jamal,1627750,murraja01
Lamond Murray,/players/m/murrala01.html,1995,2006,University of California,Murray,Lamond,441,murrala01
Ronald Murray,/players/m/murraro01.html,2003,2010,Shaw University,,,,murraro01
Tracy Murray,/players/m/murratr01.html,1993,2004,"University of California, Los Angeles",Murray,Tracy,145,murratr01
Toure' Murry,/players/m/murryto01.html,2014,2015,Wichita State University,Murry,Toure',203315,murryto01
Mike Muscala,/players/m/muscami01.html,2014,2017,Bucknell University,Muscala,Mike,203488,muscami01
Jerrod Mustaf,/players/m/mustaje01.html,1991,1994,University of Maryland,Mustaf,Jerrod,1054,mustaje01
Dikembe Mutombo,/players/m/mutomdi01.html,1992,2009,Georgetown University,Mutombo,Dikembe,87,mutomdi01
Martin Muursepp,/players/m/muursma01.html,1997,1998,,Muursepp,Martin,982,muursma01
Pete Myers,/players/m/myerspe01.html,1987,1998,University of Arkansas at Little Rock,Myers,Pete,939,myerspe01
Hamady N'Diaye,/players/n/ndiayha01.html,2011,2014,Rutgers University,Ndiaye,Hamady,202380,ndiayha01
Makhtar N'Diaye,/players/n/ndiayma01.html,1999,1999,University of North Carolina,N'diaye,Makhtar,1823,ndiayma01
Mamadou N'Diaye,/players/n/ndiayma02.html,2001,2005,Auburn University,N'diaye,Mamadou,2055,ndiayma02
Boniface N'Dong,/players/n/ndongbo01.html,2006,2006,,Ndong,Boniface,101238,ndongbo01
Bostjan Nachbar,/players/n/nachbbo01.html,2003,2008,,Nachbar,Bostjan,2411,nachbbo01
Lee Nailon,/players/n/nailole01.html,2001,2006,Texas Christian University,Nailon,Lee,1924,nailole01
Eduardo Najera,/players/n/najered01.html,2001,2012,University of Oklahoma,Najera,Eduardo,2059,najered01
Larry Nance,/players/n/nancela01.html,1982,1994,Clemson University,Nance,Larry,77685,nancela01
Larry Nance Jr.,/players/n/nancela02.html,2016,2017,University of Wyoming,Nance Jr.,Larry,1626204,nancela02
Shabazz Napier,/players/n/napiesh01.html,2015,2017,University of Connecticut,Napier,Shabazz,203894,napiesh01
Bob Nash,/players/n/nashbo01.html,1973,1979,University of Hawaii,Nash,Bob,77688,nashbo01
Steve Nash,/players/n/nashst01.html,1997,2014,Santa Clara University,Nash,Steve,959,nashst01
Swen Nater,/players/n/natersw01.html,1974,1984,"University of California, Los Angeles",Nater,Swen,77689,natersw01
Howard Nathan,/players/n/nathaho01.html,1996,1996,University of Louisiana at Monroe,Nathan,Howard,77690,nathaho01
Calvin Natt,/players/n/nattca01.html,1980,1990,University of Louisiana at Monroe,Natt,Calvin,77691,nattca01
Kenny Natt,/players/n/nattke01.html,1981,1985,University of Louisiana at Monroe,Natt,Kenny,77692,nattke01
Juan Carlos Navarro,/players/n/navarju01.html,2008,2008,,Navarro,Juan Carlos,2434,navarju01
Maurice Ndour,/players/n/ndourma01.html,2017,2017,Ohio University,Ndour,Maurice,1626254,ndourma01
Craig Neal,/players/n/nealcr01.html,1989,1991,Georgia Institute of Technology,Neal,Craig,77694,nealcr01
Gary Neal,/players/n/nealga01.html,2011,2017,Towson University,Neal,Gary,202390,nealga01
Lloyd Neal,/players/n/nealll01.html,1973,1979,Tennessee State University,Neal,Lloyd,77696,nealll01
Ed Nealy,/players/n/nealyed01.html,1983,1993,Kansas State University,Nealy,Ed,77697,nealyed01
Nemanja Nedovic,/players/n/nedovne01.html,2014,2014,,Nedovic,Nemanja,203517,nedovne01
DeMarcus Nelson,/players/n/nelsode01.html,2009,2009,Duke University,Nelson,DeMarcus,201634,nelsode01
Jameer Nelson,/players/n/nelsoja01.html,2005,2017,Saint Joseph's University,Nelson,Jameer,2749,nelsoja01
Louie Nelson,/players/n/nelsolo01.html,1974,1978,University of Washington,Nelson,Louie,77701,nelsolo01
Ruben Nembhard,/players/n/nembhru01.html,1997,1997,Weber State University,Nembhard,Ruben,1129,nembhru01
Tyrone Nesby,/players/n/nesbyty01.html,1999,2002,"University of Nevada, Las Vegas",Nesby,Tyrone,1838,nesbyty01
Martin Nessley,/players/n/nesslma01.html,1988,1988,Duke University,Nessley,Martin,77704,nesslma01
Rasho Nesterovic,/players/n/nestera01.html,1999,2010,,Nesterovic,Rasho,1725,nestera01
Raul Neto,/players/n/netora01.html,2016,2017,,Neto,Raul,203526,netora01
Johnny Neumann,/players/n/neumajo01.html,1972,1978,University of Mississippi,Neumann,Johnny,77705,neumajo01
Chuck Nevitt,/players/n/nevitch01.html,1983,1994,North Carolina State University,Nevitt,Chuck,77707,nevitch01
Melvin Newbern,/players/n/newbeme01.html,1993,1993,University of Minnesota,Newbern,Melvin,1116,newbeme01
Ivano Newbill,/players/n/newbiiv01.html,1995,1998,Georgia Institute of Technology,Newbill,Ivano,1096,newbiiv01
Ira Newble,/players/n/newblir01.html,2001,2008,Miami University,Newble,Ira,1956,newblir01
Mike Newlin,/players/n/newlimi01.html,1972,1982,University of Utah,Newlin,Mike,77710,newlimi01
Johnny Newman,/players/n/newmajo01.html,1987,2002,University of Richmond,Newman,Johnny,271,newmajo01
Georges Niang,/players/n/niangge01.html,2017,2017,Iowa State University,Niang,Georges,1627777,niangge01
Demetris Nichols,/players/n/nichode01.html,2008,2009,Syracuse University,Nichols,Demetris,201193,nichode01
Andrew Nicholson,/players/n/nichoan01.html,2013,2017,St. Bonaventure University,Nicholson,Andrew,203094,nichoan01
Gaylon Nickerson,/players/n/nickega01.html,1997,1997,Northwestern Oklahoma State University,Nickerson,Gaylon,1093,nickega01
Carl Nicks,/players/n/nicksca01.html,1981,1983,Indiana State University,Nicks,Carl,77715,nicksca01
Mike Niles,/players/n/nilesmi01.html,1981,1981,"California State University, Fullerton",Niles,Mike,77718,nilesmi01
Kurt Nimphius,/players/n/nimphku01.html,1982,1990,Arizona State University,Nimphius,Kurt,77719,nimphku01
Dyron Nix,/players/n/nixdy01.html,1990,1990,University of Tennessee,Nix,Dyron,77720,nixdy01
Norm Nixon,/players/n/nixonno01.html,1978,1989,Duquesne University,Nixon,Norm,77721,nixonno01
Joakim Noah,/players/n/noahjo01.html,2008,2017,University of Florida,Noah,Joakim,201149,noahjo01
Andres Nocioni,/players/n/nocioan01.html,2005,2012,,Nocioni,Andres,2804,nocioan01
David Noel,/players/n/noelda01.html,2007,2007,University of North Carolina,Noel,David,200786,noelda01
Nerlens Noel,/players/n/noelne01.html,2015,2017,University of Kentucky,Noel,Nerlens,203457,noelne01
Lucas Nogueira,/players/n/noguelu01.html,2015,2017,,Nogueira,Lucas,203512,noguelu01
Jeff Nordgaard,/players/n/nordgje01.html,1998,1998,University of Wisconsin-Green Bay,Nordgaard,Jeff,999,nordgje01
Connie Norman,/players/n/normaco01.html,1975,1979,University of Arizona,Norman,Connie,77729,normaco01
Ken Norman,/players/n/normake01.html,1988,1997,University of Illinois at Urbana-Champaign,Norman,Ken,80,normake01
Audie Norris,/players/n/norriau01.html,1983,1985,Jackson State University,Norris,Audie,77731,norriau01
Moochie Norris,/players/n/norrimo01.html,1997,2006,University of West Florida,Norris,Moochie,983,norrimo01
Sylvester Norris,/players/n/norrisy01.html,1980,1980,Jackson State University,Norris,Sylvester,77732,norrisy01
Willie Norwood,/players/n/norwowi01.html,1972,1978,Alcorn State University,Norwood,Willie,77733,norwowi01
Steve Novak,/players/n/novakst01.html,2007,2017,Marquette University,Novak,Steve,200779,novakst01
Dirk Nowitzki,/players/n/nowitdi01.html,1999,2017,,Nowitzki,Dirk,1717,nowitdi01
James Nunnally,/players/n/nunnaja01.html,2014,2014,"University of California, Santa Barbara",Nunnally,James,203263,nunnaja01
Jusuf Nurkic,/players/n/nurkiju01.html,2015,2017,,Nurkic,Jusuf,203994,nurkiju01
Dennis Nutt,/players/n/nuttde01.html,1987,1987,Texas Christian University,Nutt,Dennis,77738,nuttde01
David Nwaba,/players/n/nwabada01.html,2017,2017,"California Polytechnic State University, San Luis Obispo",Nwaba,David,1628021,nwabada01
Julius Nwosu,/players/n/nwosuju01.html,1995,1995,Liberty University,Nwosu,Julius,1022,nwosuju01
Charles O'Bannon,/players/o/obannch01.html,1998,1999,"University of California, Los Angeles",O'Bannon,Charles,1525,obannch01
Ed O'Bannon,/players/o/obanned01.html,1996,1997,"University of California, Los Angeles",O'Bannon,Ed,709,obanned01
J.J. O'Brien,/players/o/obriejj01.html,2016,2016,San Diego State University,O'Brien,JJ,1626266,obriejj01
Johnny O'Bryant,/players/o/obryajo01.html,2015,2017,Louisiana State University,,,,obryajo01
Patrick O'Bryant,/players/o/obryapa01.html,2007,2010,Bradley University,O'Bryant,Patrick,200753,obryapa01
Mike O'Koren,/players/o/okoremi01.html,1981,1988,University of North Carolina,O'Koren,Mike,77754,okoremi01
Jermaine O'Neal,/players/o/onealje01.html,1997,2014,,O'Neal,Jermaine,979,onealje01
Shaquille O'Neal,/players/o/onealsh01.html,1993,2011,Louisiana State University,O'Neal,Shaquille,406,onealsh01
Kyle O'Quinn,/players/o/oquinky01.html,2013,2017,Norfolk State University,O'Quinn,Kyle,203124,oquinky01
Dan O'Sullivan,/players/o/osullda01.html,1991,1996,Fordham University,O'Sullivan,Dan,77776,osullda01
Charles Oakley,/players/o/oaklech01.html,1986,2004,Virginia Union University,Oakley,Charles,891,oaklech01
Fabricio Oberto,/players/o/obertfa01.html,2006,2011,,Oberto,Fabricio,101177,obertfa01
Daniel Ochefu,/players/o/ochefda01.html,2017,2017,Villanova University,Ochefu,Daniel,1627849,ochefda01
